struct,nl,pers,eps,ej_t,acr_t,acp_t,ej_acr,d_real,d_pool,d_real_lo,d_real_hi,d_pool_lo,d_pool_hi,wilcoxon_p,n,degenerate_control
static,high,long,med,0.9392857142857147,0.9125000000000002,0.9000000000000004,0.9767857142857146,0.02678571428571431,0.03928571428571425,0.003571428571428603,0.055401785714285515,0.008928571428571447,0.07678571428571426,0.04942075065958087,20,True
static,high,long,large,0.9535714285714288,0.9446428571428575,0.9303571428571432,0.9767857142857146,0.008928571428571452,0.023214285714285708,-0.0053571428571428156,0.02857142857142858,4.9960036108132046e-17,0.04821428571428566,0.0742147163137559,20,True
static,high,long,extreme,0.9446428571428575,0.9428571428571433,0.9250000000000004,0.9767857142857146,0.0017857142857143238,0.01964285714285714,-0.014285714285714197,0.02142857142857142,-2.2343238370581267e-17,0.042857142857142885,0.1372537974389985,20,True
smooth-drift,low,short,small,0.9714285714285718,0.9714285714285718,0.9785714285714286,0.9964285714285716,0.0,-0.007142857142857106,-0.005357142857142822,0.005357142857142822,-0.023214285714285594,0.008928571428571447,0.3881985564602972,20,True
smooth-drift,low,short,med,0.9714285714285718,0.9714285714285718,0.9785714285714286,0.9964285714285716,0.0,-0.007142857142857106,-0.005357142857142822,0.005357142857142822,-0.02321428571428564,0.010714285714285666,0.3881985564602972,20,True
smooth-drift,low,short,large,0.9392857142857144,0.9428571428571431,0.9214285714285715,0.9964285714285716,-0.0035714285714285475,0.017857142857142905,-0.008928571428571369,0.0,-0.008928571428571319,0.05178571428571427,0.17815479750652485,20,True
smooth-drift,low,short,extreme,0.7875000000000002,0.7875000000000002,0.7571428571428573,0.9964285714285716,1.1102230246251566e-17,0.03035714285714288,-0.005357142857142822,0.005357142857142855,-0.0017857142857142657,0.07500000000000005,0.092977523052535,20,True
smooth-drift,low,medium,small,0.9714285714285718,0.9714285714285718,0.9785714285714286,0.9964285714285716,0.0,-0.007142857142857106,-0.005357142857142822,0.005357142857142822,-0.023214285714285625,0.010714285714285643,0.3881985564602972,20,True
smooth-drift,low,medium,med,0.9714285714285718,0.9714285714285718,0.9785714285714286,0.9964285714285716,0.0,-0.007142857142857106,-0.005357142857142822,0.005357142857142822,-0.02499999999999989,0.010714285714285676,0.3881985564602972,20,True
smooth-drift,low,medium,large,0.9392857142857144,0.9428571428571431,0.9214285714285715,0.9964285714285716,-0.0035714285714285475,0.017857142857142905,-0.008928571428571369,0.0,-0.007142857142857067,0.05178571428571428,0.17815479750652485,20,True
smooth-drift,low,medium,extreme,0.7875000000000002,0.7875000000000002,0.7571428571428573,0.9964285714285716,1.1102230246251566e-17,0.03035714285714288,-0.005357142857142822,0.005357142857142855,-0.0017857142857142835,0.07500000000000002,0.092977523052535,20,True
smooth-drift,low,long,small,0.9714285714285718,0.9714285714285718,0.9785714285714286,0.9964285714285716,0.0,-0.007142857142857106,-0.005357142857142822,0.005357142857142822,-0.02321428571428566,0.010714285714285676,0.3881985564602972,20,True
smooth-drift,low,long,med,0.9714285714285718,0.9714285714285718,0.9785714285714286,0.9964285714285716,0.0,-0.007142857142857106,-0.005357142857142822,0.005357142857142822,-0.02321428571428567,0.010714285714285699,0.3881985564602972,20,True
smooth-drift,low,long,large,0.9392857142857144,0.9428571428571431,0.9214285714285715,0.9964285714285716,-0.0035714285714285475,0.017857142857142905,-0.008928571428571369,0.0,-0.008928571428571296,0.050000000000000024,0.17815479750652485,20,True
smooth-drift,low,long,extreme,0.7875000000000002,0.7875000000000002,0.7571428571428573,0.9964285714285716,1.1102230246251566e-17,0.03035714285714288,-0.005357142857142822,0.005357142857142855,-0.0017857142857143071,0.07678571428571435,0.092977523052535,20,True
smooth-drift,med,short,small,0.955357142857143,0.9464285714285717,0.9696428571428573,0.9910714285714286,0.008928571428571407,-0.01428571428571424,0.0017857142857142737,0.01785714285714285,-0.041071428571428516,0.012500000000000034,0.3581208425163541,20,True
smooth-drift,med,short,med,0.955357142857143,0.9464285714285717,0.9696428571428573,0.9910714285714286,0.008928571428571407,-0.01428571428571424,0.0017857142857142737,0.017857142857142877,-0.041116071428571405,0.012500000000000006,0.3581208425163541,20,True
smooth-drift,med,short,large,0.9642857142857146,0.955357142857143,0.9535714285714288,0.9910714285714286,0.00892857142857142,0.01071428571428571,0.0017857142857142737,0.01785714285714286,-0.025044642857142866,0.057142857142857086,0.6715664317280816,20,True
smooth-drift,med,short,extreme,0.9232142857142861,0.9250000000000004,0.8785714285714288,0.9910714285714286,-0.001785714285714296,0.04464285714285714,-0.0071428571428571504,0.0035714285714285475,0.003526785714285694,0.09107142857142855,0.08354325153658072,20,True
smooth-drift,med,medium,small,0.955357142857143,0.9464285714285717,0.9696428571428573,0.9910714285714286,0.008928571428571407,-0.01428571428571424,0.0017857142857142737,0.01785714285714284,-0.04107142857142852,0.012500000000000011,0.3581208425163541,20,True
smooth-drift,med,medium,med,0.955357142857143,0.9464285714285717,0.9696428571428573,0.9910714285714286,0.008928571428571407,-0.01428571428571424,0.0017857142857142737,0.01785714285714287,-0.039285714285714236,0.010714285714285742,0.3581208425163541,20,True
